Numéro d'ordre;Indiction;Année;Mois;Jour;Type d’acte;Titre;Prénoms;Nom;Domicile;Rôle;Notes;Lieu mentionné;Transcription;Page;Vue;Notaire;Ville;Releveur;Cote;URL
35;8;1580;6;9;Quittance;Quitansa p Cattarina rel.ta di Moneto Turrino da Antonio Faraudo & bertho.ta giugali;Catherine;;;Partie 1;;;;27;29;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/29
35;8;1580;6;9;Quittance;Quitansa p Cattarina rel.ta di Moneto Turrino da Antonio Faraudo & bertho.ta giugali;Monet †;Torrin;Lantosque;Partie 2;;;;27;29;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/29
35;8;1580;6;9;Quittance;Quitansa p Cattarina rel.ta di Moneto Turrino da Antonio Faraudo & bertho.ta giugali;Antoine;Faraudo;;Partie 3;;;;27;29;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/29
35;8;1580;6;9;Quittance;Quitansa p Cattarina rel.ta di Moneto Turrino da Antonio Faraudo & bertho.ta giugali;Berthomairette;;;Partie 4;;;;27;29;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/29
36;8;1580;7;24;Mariage;Matrimonio di Giacomo Carasso & di Claudina figliola di fu Lud.co Gaudino;Jacques;Carasso;Lantosque;Partie 1;;;;27;30;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/30
36;8;1580;7;24;Mariage;Matrimonio di Giacomo Carasso & di Claudina figliola di fu Lud.co Gaudino;Claudine;Gaudino;Lantosque;Partie 2;;;;27;30;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/30
36;8;1580;7;24;Mariage;Matrimonio di Giacomo Carasso & di Claudina figliola di fu Lud.co Gaudino;Louis †;Gaudino;Lantosque;Partie 3;;;;27;30;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/30
37;8;1580;8;4;Achat;Compra di Berthomaireta moglie di Ant.o Faraudo da Gio. Passerone di Utele;Berthomairette;;;Partie 1;;;;29;32;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/32
37;8;1580;8;4;Achat;Compra di Berthomaireta moglie di Ant.o Faraudo da Gio. Passerone di Utele;Antoine;Faraudo;Lantosque;Partie 2;;;;29;32;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/32
37;8;1580;8;4;Achat;Compra di Berthomaireta moglie di Ant.o Faraudo da Gio. Passerone di Utele;Jean;Passeron;Utelle;Partie 3;;;;29;32;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/32
38;8;1580;8;4;Débit;Debito per detto Gio. Pass.o.ne contra detti giugali;Antoine;Faraudo;Lantosque;Partie 1;;;;30;32;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/32
38;8;1580;8;4;Débit;Debito per detto Gio. Pass.o.ne contra detti giugali;Berthomairette;;;Partie 2;;;;30;32;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/32
38;8;1580;8;4;Débit;Debito per detto Gio. Pass.o.ne contra detti giugali;Jean;Passeron;Utelle;Partie 3;;;;30;32;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/32
39;8;1580;8;15;Achat;Compra di uno asserto passagio per Gio.to Otto Torrono & Honorato frali da Antio Otto;Antoine;Otto Brondé;Lantosque;Partie 1;;;;30;33;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/33
39;8;1580;8;15;Achat;Compra di uno asserto passagio per Gio.to Otto Torrono & Honorato frali da Antio Otto;Jeannet;Otto Loyas;Lantosque;Partie 2;;;;30;33;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/33
39;8;1580;8;15;Achat;Compra di uno asserto passagio per Gio.to Otto Torrono & Honorato frali da Antio Otto;Torron;Otto Loyas;;Partie 3;;;;30;33;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/33
39;8;1580;8;15;Achat;Compra di uno asserto passagio per Gio.to Otto Torrono & Honorato frali da Antio Otto;Honoré;Otto Loyas;;Partie 4;;;;30;33;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/33
40;8;1580;8;21;Procuration;Procura di Cattarina fill.la di fu Ant.io Martino p Ant.io suo fra.lo;Catherine;Martino;;Partie 1;;;;31;33;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/33
40;8;1580;8;21;Procuration;Procura di Cattarina fill.la di fu Ant.io Martino p Ant.io suo fra.lo;Antoine †;Martino;;Partie 2;;;;31;33;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/33
40;8;1580;8;21;Procuration;Procura di Cattarina fill.la di fu Ant.io Martino p Ant.io suo fra.lo;Antoine;Martino;;Partie 3;;;;31;33;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/33
41;8;1580;8;27;Donation;Donatione p ca. di morte di Antorina rell.ta di fu Gio Casano fattali per Cipriano suo figliolo;Antorine;;;Partie 1;;;;31;33;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/33
41;8;1580;8;27;Donation;Donatione p ca. di morte di Antorina rell.ta di fu Gio Casano fattali per Cipriano suo figliolo;Jean †;Casano;;Partie 2;;;;31;33;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/33
41;8;1580;8;27;Donation;Donatione p ca. di morte di Antorina rell.ta di fu Gio Casano fattali per Cipriano suo figliolo;Cyprien;Casano;;Partie 3;;;;31;33;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/33
42;8;1580;9;27;Convention;Conventione di la banca dil maselo di Vilafranca fatta per m.r Honorato Scaleri;Honoré;Scaleri;Lantosque;Partie 1;;;;31;33;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/33
43;8;1580;9;29;Cession & Quittance;Cessione di Cattarina moglie di Gio. Pietro questa da Gio. Isoardo & quitaza di esso Gio. Dal no.le Gio Peire;Jean;Isoardi;Lantosque;Partie 1;;;;31;34;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/34
43;8;1580;9;29;Cession & Quittance;Cessione di Cattarina moglie di Gio. Pietro questa da Gio. Isoardo & quitaza di esso Gio. Dal no.le Gio Peire;Jean;de Peire;Nice;Partie 2;;;;31;34;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/34
43;8;1580;9;29;Cession & Quittance;Cessione di Cattarina moglie di Gio. Pietro questa da Gio. Isoardo & quitaza di esso Gio. Dal no.le Gio Peire;Jean Pierre;Questa;;Partie 3;;;;31;34;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/34
43;8;1580;9;29;Cession & Quittance;Cessione di Cattarina moglie di Gio. Pietro questa da Gio. Isoardo & quitaza di esso Gio. Dal no.le Gio Peire;Catherine;;;Partie 4;;;;31;34;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/34
44;8;1580;9;29;Donation;Insolut. Datione de Giaume Lombardo dit Baudin da Pietro Dalone & Loiseta giugali;Jaume;Lombardo Baudin;;Partie 1;;;;32;35;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/35
44;8;1580;9;29;Donation;Insolut. Datione de Giaume Lombardo dit Baudin da Pietro Dalone & Loiseta giugali;Pierre;Dalloni;;Partie 2;;;;32;35;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/35
44;8;1580;9;29;Donation;Insolut. Datione de Giaume Lombardo dit Baudin da Pietro Dalone & Loiseta giugali;Louisette;;;Partie 3;;;;32;35;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/35
45;8;1580;9;29;Quittance & Reconnaissance;Quitansa dila honesta Benestruga n.ta di fu Lud.co Gaudino & recog.ne di Claudina soa fillola concessa da Giacomo Carasso;Jacques;Carasso;Lantosque;Partie 1;;;;32;35;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/35
45;8;1580;9;29;Quittance & Reconnaissance;Quitansa dila honesta Benestruga n.ta di fu Lud.co Gaudino & recog.ne di Claudina soa fillola concessa da Giacomo Carasso;Claudine;Gaudino;Lantosque;Partie 2;;;;32;35;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/35
45;8;1580;9;29;Quittance & Reconnaissance;Quitansa dila honesta Benestruga n.ta di fu Lud.co Gaudino & recog.ne di Claudina soa fillola concessa da Giacomo Carasso;Louis †;Gaudino;Lantosque;Partie 3;;;;32;35;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/35
45;8;1580;9;29;Quittance & Reconnaissance;Quitansa dila honesta Benestruga n.ta di fu Lud.co Gaudino & recog.ne di Claudina soa fillola concessa da Giacomo Carasso;Benestruga;;;Partie 4;;;;32;35;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/35
46;8;1580;10;24;Débit;Debito per il no.le Gio Peire contra Ant.io Sicardo minore;Jean;Peire;Nice;Partie 1;;;;33;36;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/36
46;8;1580;10;24;Débit;Debito per il no.le Gio Peire contra Ant.io Sicardo minore;Antoine (Junior);Sicard Flotel;Lantosque;Partie 2;;;;33;36;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/36
47;8;1580;10;24;Quittance;Quitansa generale di Ant.io Auda dal no.le m.r. Gio di Peire;Jean;de Peire;Nice;Partie 1;;;;34;36;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/36
47;8;1580;10;24;Quittance;Quitansa generale di Ant.io Auda dal no.le m.r. Gio di Peire;Antoine;Auda;Lantosque;Partie 2;;;;34;36;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/36
47;8;1580;10;24;Quittance;Quitansa generale di Ant.io Auda dal no.le m.r. Gio di Peire;Torron †;Auda;Lantosque;Partie 3;;;;34;36;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/36
48;8;1580;10;24;Débit;Debito per detto no.le de Peire Contra detto Auda;Jean;de Peire;Nice;Partie 1;Acte barré;;;35;38;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/38
48;8;1580;10;24;Débit;Debito per detto no.le de Peire Contra detto Auda;Antoine;Auda;Lantosque;Partie 2;Acte barré;;;35;38;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/38
48;8;1580;10;24;Débit;Debito per detto no.le de Peire Contra detto Auda;Torron †;Auda;Lantosque;Partie 3;Acte barré;;;35;38;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/38
49;8;1580;10;25;Achat;Compra di m.r. Lud.co Uberto di la Bolena da χρoforo Guigo;Christophe;Guigo;La Bollène;Partie 1;;;;36;38;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/38
49;8;1580;10;25;Achat;Compra di m.r. Lud.co Uberto di la Bolena da χρoforo Guigo;Louis;Uberto;Lantosque;Partie 2;;;;36;38;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/38
50;8;1580;11;5;Achat;Compra di m.r. Valentino Anfosso da Herigio Gatelmo;Erige;Gantelmo;Valdeblore;Partie 1;;;;36;39;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/39
50;8;1580;11;5;Achat;Compra di m.r. Valentino Anfosso da Herigio Gatelmo;Jeannette;;;Partie 2;;;;36;39;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/39
50;8;1580;11;5;Achat;Compra di m.r. Valentino Anfosso da Herigio Gatelmo;André;Gralla;Valdeblore (La Bolline);Partie 3;;;;36;39;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/39
50;8;1580;11;5;Achat;Compra di m.r. Valentino Anfosso da Herigio Gatelmo;Valentin;Anfosso;Valdeblore (La Bolline);Partie 4;;;;36;39;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/39
51;8;1580;11;7;Mandement volontaire;Mand.to volon.o di Gio.to Torrino tra Cristoforo Cornillone;Christophe;Cornillione;Lantosque;Partie 1;;;;37;40;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/40
51;8;1580;11;7;Mandement volontaire;Mand.to volon.o di Gio.to Torrino tra Cristoforo Cornillone;Jean;Torrin Pontbin;Lantosque;Partie 2;;;;37;40;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/40
52;8;1580;11;17;Bail à cheptel;Mearia di varbe per m.r. Lud.co Massilia et Giaumo Dalò;Jaume;Dallò Tambalo;Lantosque;Partie 1;;;;38;40;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/40
52;8;1580;11;17;Bail à cheptel;Mearia di varbe per m.r. Lud.co Massilia et Giaumo Dalò;Louis;Massilia;Utelle;Partie 2;;;;38;40;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/40
53;8;1580;11;21;Débit;Debito p il no.le m.r. Gio Peire q.a Giaumo Dalò Ta.balò;Jaume;Dallò Tambalo;Lantosque;Partie 1;;;;38;41;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/41
53;8;1580;11;21;Débit;Debito p il no.le m.r. Gio Peire q.a Giaumo Dalò Ta.balò;Jean;de Peire;Nice;Partie 2;;;;38;41;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/41
53;8;1580;11;21;Débit;Debito p il no.le m.r. Gio Peire q.a Giaumo Dalò Ta.balò;Jérome;de Peire;;Partie 3;;;;38;41;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/41
54;8;1580;11;21;Achat;Compra di Gio.to Buffone da Herigio fra.li di Lan.ca;Erige;Buffon;Lantosque;Partie 1;;;;39;41;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/41
54;8;1580;11;21;Achat;Compra di Gio.to Buffone da Herigio fra.li di Lan.ca;Jeannet;Buffon;Lantosque;Partie 2;;;;39;41;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/41
55;8;1580;11;30;Débit;Debito p. m.r. Gio. Ludovico Auda de Lan.ca contra m.o Pietro Robaudo di Utele;Pierre;Robaudo;Utelle;Partie 1;Acte barré;;;39;42;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/42
55;8;1580;11;30;Débit;Debito p. m.r. Gio. Ludovico Auda de Lan.ca contra m.o Pietro Robaudo di Utele;Jean Louis;Auda;Lantosque;Partie 2;Acte barré;;;39;42;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/42
56;8;1580;11;30;Investiture & Reconnaissance;Investitura p. Giacobo Moissino & recog.ne p. Sig.r. Gio. Fran.co Crovesi co. di N.ra Dona di Fenestre;Jacques;Moissin Milan;Lantosque;Partie 1;;;;40;42;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/42
56;8;1580;11;30;Investiture & Reconnaissance;Investitura p. Giacobo Moissino & recog.ne p. Sig.r. Gio. Fran.co Crovesi co. di N.ra Dona di Fenestre;Etienne;Passeron Gili;;Partie 2;;;;40;42;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/42
56;8;1580;11;30;Investiture & Reconnaissance;Investitura p. Giacobo Moissino & recog.ne p. Sig.r. Gio. Fran.co Crovesi co. di N.ra Dona di Fenestre;Jean François;Crovesi;;Partie 3;;;;40;42;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/42
57;8;1580;12;7;Mandement volontaire;Mand.to volon.o p. m.r. Lud.co Massilla q.a m.o Giuvenale & Ant.io Auda;Juvénal;Auda;;Partie 1;;;;41;43;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/43
57;8;1580;12;7;Mandement volontaire;Mand.to volon.o p. m.r. Lud.co Massilla q.a m.o Giuvenale & Ant.io Auda;Antoine;Auda;;Partie 2;;;;41;43;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/43
57;8;1580;12;7;Mandement volontaire;Mand.to volon.o p. m.r. Lud.co Massilla q.a m.o Giuvenale & Ant.io Auda;Louis;Massilia;;Partie 3;;;;41;43;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/43
58;8;1580;12;14;Achat & Consentement;Compra di Ludovico Otto magiore da m.r. Honorato Thaone chirurgico con consentime.to di Gio.to Nicolao e soa cons.;Antoine;Thaon Baragno;Lantosque;Partie 1;;;;41;44;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/44
58;8;1580;12;14;Achat & Consentement;Compra di Ludovico Otto magiore da m.r. Honorato Thaone chirurgico con consentime.to di Gio.to Nicolao e soa cons.;Honoré;Thaon;;Partie 2;;;;41;44;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/44
58;8;1580;12;14;Achat & Consentement;Compra di Ludovico Otto magiore da m.r. Honorato Thaone chirurgico con consentime.to di Gio.to Nicolao e soa cons.;Jeannet;Nicolao;;Partie 3;;;;41;44;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/44
58;8;1580;12;14;Achat & Consentement;Compra di Ludovico Otto magiore da m.r. Honorato Thaone chirurgico con consentime.to di Gio.to Nicolao e soa cons.;Louis (Senior);Otto Brondé;Lantosque;Partie 4;;;;41;44;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/44
59;8;1580;12;14;Débit;Debito per detto m.r. Thaoni contra detto Otto;Honoré;Thaon;Lantosque;Partie 1;;;;42;44;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/44
59;8;1580;12;14;Débit;Debito per detto m.r. Thaoni contra detto Otto;Antoine;Thaon;;Partie 2;;;;42;44;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/44
59;8;1580;12;14;Débit;Debito per detto m.r. Thaoni contra detto Otto;Louis;Otto Brondé;;Partie 3;;;;42;44;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/44
60;9;1581;1;15;Débit;Debito dil probo Philippo Cassareli contra Cipriano Gilli;Cyprien;Passeron Gili;Lantosque;Partie 1;;;;42;45;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/45
60;9;1581;1;15;Débit;Debito dil probo Philippo Cassareli contra Cipriano Gilli;Philippe;Caffarelo;;Partie 2;;;;42;45;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/45
61;9;1581;1;17;Débit;Debito per m.o Ant.io Thaone di fu Giacomo contra Bartholomeo Milo di fu And.a;Barthélemy;Millo;Lantosque;Partie 1;Acte barré;;;43;45;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/45
61;9;1581;1;17;Débit;Debito per m.o Ant.io Thaone di fu Giacomo contra Bartholomeo Milo di fu And.a;André †;Millo;Lantosque;Partie 2;Acte barré;;;43;45;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/45
61;9;1581;1;17;Débit;Debito per m.o Ant.io Thaone di fu Giacomo contra Bartholomeo Milo di fu And.a;Antoine;Thaon;Lantosque;Partie 3;Acte barré;;;43;45;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/45
61;9;1581;1;17;Débit;Debito per m.o Ant.io Thaone di fu Giacomo contra Bartholomeo Milo di fu And.a;Jacques †;Thaon;Lantosque;Partie 4;Acte barré;;;43;45;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/45
62;9;1581;1;18;Achat;Compra di Lud.co Passerone di Gio Ant.io & Gio χρoforo fra.li da Torrone Sicardo;Torron;Sicard;Lantosque;Partie 1;Champ à Raynaud;;;43;46;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/46
62;9;1581;1;18;Achat;Compra di Lud.co Passerone di Gio Ant.io & Gio χρoforo fra.li da Torrone Sicardo;Louis;Passeron Rabon;;Partie 2;Champ à Raynaud;;;43;46;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/46
62;9;1581;1;18;Achat;Compra di Lud.co Passerone di Gio Ant.io & Gio χρoforo fra.li da Torrone Sicardo;Jean Antoine;Passeron Rabon;;Partie 3;Champ à Raynaud;;;43;46;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/46
62;9;1581;1;18;Achat;Compra di Lud.co Passerone di Gio Ant.io & Gio χρoforo fra.li da Torrone Sicardo;Jean Christophe;Passeron Rabon;;Partie 4;Champ à Raynaud;;;43;46;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/46
63;9;1581;1;18;Débit;Debito per m.r Durando Cerre q.a Martino Plebente;Durand;Serre;;Partie 1;;;;44;46;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/46
63;9;1581;1;18;Débit;Debito per m.r Durando Cerre q.a Martino Plebente;Martin;Plebento;Lantosque;Partie 2;;;;44;46;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/46
64;9;1581;1;20;Convention, Rémission & Promesse;Conventione e remissione di Giacomo Baldino & di Pietro Maurino promissione;Pierre;Maurino;Lantosque;Partie 1;;;;44;47;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/47
64;9;1581;1;20;Convention, Rémission & Promesse;Conventione e remissione di Giacomo Baldino & di Pietro Maurino promissione;Jacques;Baldino Lombart;Robion;Partie 2;;;;44;47;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/47
65;9;1581;1;29;Reconnaissance;Recog.ne p Gio.ta moglie di Matheo Otto dit Papathin;Mathieu;Otto Papathin;Lantosque;Partie 1;;;;45;47;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/47
65;9;1581;1;29;Reconnaissance;Recog.ne p Gio.ta moglie di Matheo Otto dit Papathin;Jeannette;;;Partie 2;;;;45;47;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/47
66;9;1581;2;1;Achat;Compra di m.o Pancratio Millone da Martino Plebent;Martin;Plebento;Lantosque;Partie 1;;;;45;48;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/48
66;9;1581;2;1;Achat;Compra di m.o Pancratio Millone da Martino Plebent;Pancrace;Millo;Lantosque;Partie 2;;;;45;48;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/48
67;9;1581;2;1;Réméré;Patto di retrovend.ne;Pancrace;Millo;Lantosque;Partie 1;;;;46;48;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/48
67;9;1581;2;1;Réméré;Patto di retrovend.ne;Martin;Plebento;;Partie 2;;;;46;48;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/48
68;9;1581;2;6;Mandement volontaire;Mand.to volon.o p m.o Gaspar Thaone q.a Mannelo Torrin;Manuel;Torrin;;Partie 1;;;;46;49;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/49
68;9;1581;2;6;Mandement volontaire;Mand.to volon.o p m.o Gaspar Thaone q.a Mannelo Torrin;Gaspard;Thaon;;Partie 2;;;;46;49;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/49
